id,nombre,precio,calificacion,stock
2496,Producto_2496,704.23,5.0,15
222,Producto_222,704.64,5.0,5
365,Producto_365,706.51,5.0,61
3485,Producto_3485,706.57,5.0,78
3815,Producto_3815,707.21,5.0,49
90,Producto_90,708.79,5.0,89
1151,Producto_1151,708.87,5.0,12
4487,Producto_4487,709.28,5.0,71
378,Producto_378,713.24,5.0,20
3743,Producto_3743,713.71,5.0,4
2090,Producto_2090,715.02,5.0,65
1871,Producto_1871,715.45,5.0,1
4463,Producto_4463,715.77,5.0,81
3004,Producto_3004,715.84,5.0,46
831,Producto_831,717.27,5.0,56
2372,Producto_2372,718.27,5.0,96
205,Producto_205,720.25,5.0,45
4210,Producto_4210,722.55,5.0,38
3044,Producto_3044,722.96,5.0,83
288,Producto_288,723.83,5.0,38
1896,Producto_1896,723.89,5.0,59
1195,Producto_1195,723.97,5.0,14
3320,Producto_3320,724.09,5.0,16
1591,Producto_1591,724.59,5.0,42
2048,Producto_2048,725.24,5.0,74
1528,Producto_1528,726.01,5.0,12
3238,Producto_3238,728.33,5.0,94
549,Producto_549,728.72,5.0,50
1969,Producto_1969,729.09,5.0,99
2226,Producto_2226,729.39,5.0,82
708,Producto_708,729.4,5.0,30
640,Producto_640,730.15,5.0,10
1784,Producto_1784,730.55,5.0,1
1105,Producto_1105,730.97,5.0,95
338,Producto_338,731.59,5.0,60
4676,Producto_4676,731.91,5.0,28
1790,Producto_1790,732.26,5.0,46
4337,Producto_4337,734.41,5.0,100
2143,Producto_2143,735.8,5.0,78
447,Producto_447,736.26,5.0,97
2541,Producto_2541,736.73,5.0,58
1691,Producto_1691,737.13,5.0,60
746,Producto_746,737.63,5.0,23
4913,Producto_4913,739.08,5.0,75
1516,Producto_1516,739.38,5.0,97
2515,Producto_2515,739.9,5.0,72
1762,Producto_1762,742.45,5.0,17
3391,Producto_3391,744.07,5.0,36
577,Producto_577,745.99,5.0,85
3014,Producto_3014,746.02,5.0,28
1251,Producto_1251,748.31,5.0,56
2858,Producto_2858,749.23,5.0,4
2228,Producto_2228,749.52,5.0,12
2105,Producto_2105,750.65,5.0,46
943,Producto_943,750.69,5.0,61
4841,Producto_4841,751.99,5.0,9
1813,Producto_1813,752.43,5.0,27
3123,Producto_3123,753.25,5.0,61
334,Producto_334,755.17,5.0,56
1298,Producto_1298,755.27,5.0,23
1661,Producto_1661,755.56,5.0,1
1548,Producto_1548,756.43,5.0,80
1923,Producto_1923,757.19,5.0,85
2569,Producto_2569,758.29,5.0,27
4967,Producto_4967,758.84,5.0,59
3569,Producto_3569,759.6,5.0,72
4690,Producto_4690,760.64,5.0,60
830,Producto_830,760.82,5.0,77
246,Producto_246,760.85,5.0,34
2647,Producto_2647,761.46,5.0,73
4501,Producto_4501,763.03,5.0,30
3163,Producto_3163,763.18,5.0,41
4044,Producto_4044,763.2,5.0,63
1136,Producto_1136,765.75,5.0,83
3625,Producto_3625,766.22,5.0,28
84,Producto_84,767.43,5.0,99
1348,Producto_1348,767.57,5.0,74
694,Producto_694,767.76,5.0,53
273,Producto_273,768.53,5.0,64
666,Producto_666,769.53,5.0,2
1636,Producto_1636,769.81,5.0,67
1427,Producto_1427,769.92,5.0,35
3497,Producto_3497,772.34,5.0,19
269,Producto_269,773.25,5.0,17
1479,Producto_1479,773.65,5.0,7
2395,Producto_2395,773.68,5.0,18
4462,Producto_4462,774.93,5.0,91
929,Producto_929,778.05,5.0,24
1237,Producto_1237,779.13,5.0,60
3738,Producto_3738,779.18,5.0,70
2061,Producto_2061,781.07,5.0,69
2267,Producto_2267,782.25,5.0,32
3637,Producto_3637,782.28,5.0,28
3075,Producto_3075,783.44,5.0,99
3059,Producto_3059,784.39,5.0,99
2659,Producto_2659,785.02,5.0,78
1098,Producto_1098,785.4,5.0,26
2281,Producto_2281,786.01,5.0,87
1022,Producto_1022,790.53,5.0,87
984,Producto_984,791.3,5.0,37
3952,Producto_3952,792.19,5.0,76
145,Producto_145,796.22,5.0,61
4233,Producto_4233,797.34,5.0,15
1007,Producto_1007,799.41,5.0,13
1717,Producto_1717,801.11,5.0,65
1649,Producto_1649,801.65,5.0,36
4111,Producto_4111,805.0,5.0,18
3638,Producto_3638,806.32,5.0,40
3410,Producto_3410,807.28,5.0,81
954,Producto_954,809.55,5.0,17
2177,Producto_2177,809.87,5.0,24
1267,Producto_1267,811.38,5.0,9
1925,Producto_1925,811.47,5.0,27
1995,Producto_1995,811.57,5.0,51
1971,Producto_1971,813.85,5.0,54
274,Producto_274,813.93,5.0,66
4312,Producto_4312,814.92,5.0,69
397,Producto_397,815.87,5.0,10
563,Producto_563,816.5,5.0,67
3555,Producto_3555,816.87,5.0,43
1633,Producto_1633,817.75,5.0,9
2429,Producto_2429,818.45,5.0,89
4145,Producto_4145,818.77,5.0,79
60,Producto_60,819.31,5.0,99
2808,Producto_2808,820.45,5.0,69
1722,Producto_1722,821.64,5.0,100
3687,Producto_3687,822.61,5.0,63
4896,Producto_4896,822.82,5.0,94
1876,Producto_1876,824.3,5.0,37
381,Producto_381,824.51,5.0,58
4818,Producto_4818,827.64,5.0,61
3711,Producto_3711,828.64,5.0,78
906,Producto_906,828.93,5.0,47
1567,Producto_1567,829.1,5.0,47
779,Producto_779,829.16,5.0,44
2289,Producto_2289,831.8,5.0,91
2043,Producto_2043,833.19,5.0,23
782,Producto_782,833.95,5.0,51
900,Producto_900,834.62,5.0,33
1676,Producto_1676,835.02,5.0,34
1619,Producto_1619,835.68,5.0,46
1265,Producto_1265,836.57,5.0,26
4383,Producto_4383,837.23,5.0,91
1843,Producto_1843,837.31,5.0,34
1138,Producto_1138,839.45,5.0,39
1184,Producto_1184,839.84,5.0,94
1926,Producto_1926,844.02,5.0,70
138,Producto_138,844.15,5.0,0
210,Producto_210,844.54,5.0,22
3425,Producto_3425,845.52,5.0,99
750,Producto_750,845.63,5.0,24
701,Producto_701,846.56,5.0,64
1584,Producto_1584,848.15,5.0,69
1702,Producto_1702,848.49,5.0,10
662,Producto_662,848.82,5.0,3
1133,Producto_1133,849.21,5.0,45
1435,Producto_1435,849.45,5.0,58
245,Producto_245,850.15,5.0,73
4275,Producto_4275,850.34,5.0,38
905,Producto_905,850.46,5.0,94
3910,Producto_3910,850.7,5.0,94
552,Producto_552,851.12,5.0,74
839,Producto_839,853.07,5.0,6
938,Producto_938,853.37,5.0,74
1960,Producto_1960,854.64,5.0,22
3058,Producto_3058,855.07,5.0,43
559,Producto_559,855.28,5.0,45
4009,Producto_4009,856.08,5.0,87
2942,Producto_2942,856.9,5.0,37
4858,Producto_4858,863.38,5.0,60
2364,Producto_2364,863.58,5.0,56
194,Producto_194,864.61,5.0,5
587,Producto_587,865.13,5.0,84
4217,Producto_4217,865.53,5.0,63
3812,Producto_3812,866.66,5.0,4
3649,Producto_3649,867.74,5.0,31
3345,Producto_3345,867.91,5.0,2
500,Producto_500,869.47,5.0,11
4921,Producto_4921,869.52,5.0,61
2790,Producto_2790,870.09,5.0,97
872,Producto_872,871.57,5.0,4
3846,Producto_3846,871.99,5.0,20
2321,Producto_2321,874.03,5.0,87
2153,Producto_2153,874.32,5.0,46
3101,Producto_3101,874.44,5.0,0
1475,Producto_1475,876.04,5.0,32
3758,Producto_3758,876.78,5.0,36
4250,Producto_4250,877.32,5.0,49
2499,Producto_2499,877.59,5.0,94
4486,Producto_4486,881.9,5.0,44
4549,Producto_4549,882.07,5.0,99
3918,Producto_3918,882.15,5.0,0
1372,Producto_1372,882.33,5.0,35
2857,Producto_2857,882.75,5.0,72
2953,Producto_2953,884.52,5.0,11
3882,Producto_3882,885.31,5.0,12
1334,Producto_1334,886.06,5.0,69
1003,Producto_1003,887.32,5.0,98
201,Producto_201,887.7,5.0,31
3506,Producto_3506,887.99,5.0,23
330,Producto_330,891.87,5.0,12
2111,Producto_2111,893.82,5.0,20
2461,Producto_2461,893.87,5.0,19
1204,Producto_1204,894.5,5.0,78
4649,Producto_4649,896.05,5.0,37
4509,Producto_4509,896.27,5.0,29
3831,Producto_3831,896.37,5.0,97
1408,Producto_1408,896.52,5.0,85
1767,Producto_1767,897.03,5.0,9
435,Producto_435,897.32,5.0,60
4206,Producto_4206,897.6,5.0,19
2529,Producto_2529,899.28,5.0,11
4094,Producto_4094,900.02,5.0,47
809,Producto_809,901.17,5.0,98
3998,Producto_3998,902.36,5.0,28
3419,Producto_3419,906.27,5.0,33
529,Producto_529,906.51,5.0,12
884,Producto_884,906.81,5.0,17
1514,Producto_1514,908.28,5.0,95
1213,Producto_1213,908.49,5.0,8
118,Producto_118,910.36,5.0,44
3748,Producto_3748,912.52,5.0,42
1471,Producto_1471,913.97,5.0,94
2051,Producto_2051,914.08,5.0,26
1072,Producto_1072,915.49,5.0,62
1478,Producto_1478,915.51,5.0,12
2870,Producto_2870,917.05,5.0,69
3096,Producto_3096,918.08,5.0,75
2249,Producto_2249,919.27,5.0,20
3220,Producto_3220,919.74,5.0,2
3526,Producto_3526,919.75,5.0,85
3382,Producto_3382,922.07,5.0,9
1578,Producto_1578,922.6,5.0,83
2040,Producto_2040,923.34,5.0,8
1622,Producto_1622,924.51,5.0,5
2612,Producto_2612,926.08,5.0,37
2408,Producto_2408,926.94,5.0,32
3954,Producto_3954,927.52,5.0,69
2892,Producto_2892,927.77,5.0,10
810,Producto_810,929.04,5.0,83
2679,Producto_2679,929.62,5.0,25
4807,Producto_4807,929.73,5.0,63
1916,Producto_1916,930.78,5.0,20
226,Producto_226,930.92,5.0,3
4718,Producto_4718,931.21,5.0,52
1831,Producto_1831,931.21,5.0,39
4825,Producto_4825,932.98,5.0,6
889,Producto_889,932.99,5.0,95
2250,Producto_2250,933.55,5.0,81
351,Producto_351,938.77,5.0,50
892,Producto_892,939.26,5.0,16
2221,Producto_2221,939.63,5.0,35
3024,Producto_3024,940.64,5.0,50
3519,Producto_3519,941.87,5.0,65
2016,Producto_2016,942.03,5.0,14
1235,Producto_1235,943.27,5.0,84
3106,Producto_3106,945.79,5.0,42
761,Producto_761,947.64,5.0,95
4464,Producto_4464,947.92,5.0,28
243,Producto_243,950.62,5.0,21
376,Producto_376,952.36,5.0,96
3805,Producto_3805,953.39,5.0,29
97,Producto_97,953.77,5.0,13
1574,Producto_1574,954.64,5.0,59
530,Producto_530,955.19,5.0,14
826,Producto_826,955.65,5.0,49
1749,Producto_1749,955.82,5.0,23
3854,Producto_3854,957.41,5.0,84
758,Producto_758,957.5,5.0,9
2635,Producto_2635,958.44,5.0,31
168,Producto_168,959.47,5.0,72
778,Producto_778,959.72,5.0,94
1965,Producto_1965,959.77,5.0,22
3639,Producto_3639,960.39,5.0,92
3698,Producto_3698,961.54,5.0,96
247,Producto_247,962.55,5.0,39
1952,Producto_1952,963.11,5.0,76
2871,Producto_2871,964.09,5.0,34
1693,Producto_1693,964.97,5.0,10
1269,Producto_1269,965.17,5.0,38
1013,Producto_1013,966.22,5.0,87
4213,Producto_4213,968.59,5.0,22
3886,Producto_3886,970.47,5.0,78
4799,Producto_4799,970.9,5.0,2
361,Producto_361,971.77,5.0,92
3862,Producto_3862,972.21,5.0,45
2227,Producto_2227,977.94,5.0,51
2199,Producto_2199,979.13,5.0,18
1826,Producto_1826,979.46,5.0,2
3899,Producto_3899,980.14,5.0,4
4358,Producto_4358,983.79,5.0,95
4979,Producto_4979,984.77,5.0,61
4087,Producto_4087,985.13,5.0,60
9,Producto_9,986.97,5.0,79
3902,Producto_3902,988.27,5.0,18
3193,Producto_3193,992.67,5.0,59
1425,Producto_1425,994.47,5.0,77
1317,Producto_1317,995.04,5.0,23
1377,Producto_1377,998.14,5.0,99
1055,Producto_1055,998.16,5.0,32
3627,Producto_3627,10.04,4.0,56
3313,Producto_3313,10.31,4.0,66
1287,Producto_1287,14.13,4.0,78
427,Producto_427,16.02,4.0,29
2232,Producto_2232,18.46,4.0,24
3589,Producto_3589,19.33,4.0,96
4030,Producto_4030,20.99,4.0,67
629,Producto_629,21.25,4.0,95
3682,Producto_3682,21.47,4.0,78
1285,Producto_1285,21.48,4.0,2
2533,Producto_2533,23.08,4.0,13
4244,Producto_4244,23.73,4.0,35
3824,Producto_3824,23.88,4.0,24
1032,Producto_1032,25.18,4.0,99
3431,Producto_3431,26.48,4.0,14
1108,Producto_1108,28.25,4.0,14
4254,Producto_4254,29.34,4.0,60
1413,Producto_1413,29.54,4.0,73
2009,Producto_2009,30.82,4.0,24
4686,Producto_4686,34.23,4.0,20
3491,Producto_3491,37.49,4.0,55
2662,Producto_2662,38.22,4.0,59
2134,Producto_2134,38.82,4.0,81
2717,Producto_2717,39.83,4.0,77
2069,Producto_2069,40.14,4.0,70
4143,Producto_4143,40.5,4.0,9
1152,Producto_1152,41.39,4.0,37
131,Producto_131,41.53,4.0,32
3549,Producto_3549,43.75,4.0,23
4308,Producto_4308,44.06,4.0,97
4927,Producto_4927,44.09,4.0,92
3209,Producto_3209,48.14,4.0,35
3679,Producto_3679,50.64,4.0,39
4316,Producto_4316,51.81,4.0,85
729,Producto_729,52.76,4.0,55
497,Producto_497,56.97,4.0,73
209,Producto_209,58.9,4.0,27
2813,Producto_2813,58.94,4.0,20
2102,Producto_2102,61.36,4.0,24
851,Producto_851,61.49,4.0,4
1211,Producto_1211,62.4,4.0,5
4073,Producto_4073,62.49,4.0,67
3905,Producto_3905,62.53,4.0,36
2676,Producto_2676,64.58,4.0,54
4871,Producto_4871,65.43,4.0,13
1628,Producto_1628,65.82,4.0,81
2210,Producto_2210,65.93,4.0,1
470,Producto_470,68.2,4.0,94
4988,Producto_4988,69.21,4.0,43
2512,Producto_2512,70.35,4.0,6
1205,Producto_1205,71.11,4.0,30
2873,Producto_2873,72.04,4.0,29
1333,Producto_1333,74.1,4.0,98
3751,Producto_3751,76.71,4.0,5
1918,Producto_1918,76.77,4.0,49
2397,Producto_2397,77.41,4.0,97
3907,Producto_3907,78.24,4.0,52
4377,Producto_4377,78.27,4.0,24
3921,Producto_3921,82.62,4.0,69
4907,Producto_4907,82.77,4.0,2
2106,Producto_2106,85.13,4.0,47
1850,Producto_1850,86.22,4.0,11
1044,Producto_1044,86.66,4.0,41
2779,Producto_2779,88.1,4.0,8
3940,Producto_3940,88.25,4.0,96
684,Producto_684,88.26,4.0,77
1148,Producto_1148,89.75,4.0,81
1384,Producto_1384,90.31,4.0,24
4684,Producto_4684,92.46,4.0,47
3888,Producto_3888,92.96,4.0,61
4139,Producto_4139,95.0,4.0,95
1744,Producto_1744,96.06,4.0,97
4682,Producto_4682,96.53,4.0,57
3092,Producto_3092,99.74,4.0,51
1282,Producto_1282,100.04,4.0,63
1052,Producto_1052,101.8,4.0,74
1935,Producto_1935,103.84,4.0,88
1990,Producto_1990,104.58,4.0,76
4519,Producto_4519,104.64,4.0,83
3956,Producto_3956,105.64,4.0,22
3330,Producto_3330,106.53,4.0,72
3046,Producto_3046,109.05,4.0,48
4885,Producto_4885,109.28,4.0,43
4352,Producto_4352,109.45,4.0,51
1012,Producto_1012,110.17,4.0,20
3335,Producto_3335,112.57,4.0,58
324,Producto_324,113.98,4.0,48
3654,Producto_3654,114.33,4.0,34
866,Producto_866,115.92,4.0,95
2853,Producto_2853,117.39,4.0,70
187,Producto_187,120.06,4.0,82
420,Producto_420,121.06,4.0,27
4257,Producto_4257,122.44,4.0,11
4774,Producto_4774,123.08,4.0,21
1620,Producto_1620,123.73,4.0,67
306,Producto_306,124.96,4.0,27
853,Producto_853,125.55,4.0,43
1039,Producto_1039,126.87,4.0,64
1246,Producto_1246,128.55,4.0,48
3155,Producto_3155,129.17,4.0,36
3507,Producto_3507,129.24,4.0,3
2583,Producto_2583,129.41,4.0,1
979,Producto_979,129.41,4.0,29
2276,Producto_2276,132.1,4.0,29
965,Producto_965,132.42,4.0,77
2852,Producto_2852,133.84,4.0,21
1718,Producto_1718,134.56,4.0,75
3976,Producto_3976,136.92,4.0,50
4790,Producto_4790,141.55,4.0,79
2824,Producto_2824,142.61,4.0,96
1822,Producto_1822,144.51,4.0,1
158,Producto_158,146.43,4.0,72
2437,Producto_2437,147.53,4.0,39
4943,Producto_4943,148.68,4.0,100
3029,Producto_3029,150.32,4.0,59
2487,Producto_2487,150.46,4.0,43
3185,Producto_3185,151.38,4.0,43
2771,Producto_2771,151.8,4.0,19
3989,Producto_3989,151.99,4.0,16
2915,Producto_2915,152.88,4.0,67
3612,Producto_3612,153.45,4.0,0
1898,Producto_1898,155.51,4.0,40
4539,Producto_4539,156.68,4.0,24
146,Producto_146,157.61,4.0,11
4122,Producto_4122,158.83,4.0,91
4931,Producto_4931,160.19,4.0,87
690,Producto_690,160.61,4.0,20
3444,Producto_3444,163.44,4.0,86
1882,Producto_1882,164.34,4.0,37
2671,Producto_2671,164.71,4.0,78
1481,Producto_1481,166.74,4.0,66
2116,Producto_2116,167.8,4.0,30
3722,Producto_3722,170.01,4.0,0
4409,Producto_4409,170.49,4.0,71
4075,Producto_4075,172.15,4.0,85
842,Producto_842,172.18,4.0,67
4283,Producto_4283,172.22,4.0,85
3327,Producto_3327,172.88,4.0,97
2606,Producto_2606,173.97,4.0,47
2654,Producto_2654,174.88,4.0,14
3049,Producto_3049,175.38,4.0,3
1396,Producto_1396,175.75,4.0,20
4656,Producto_4656,176.29,4.0,22
551,Producto_551,176.76,4.0,33
1866,Producto_1866,177.91,4.0,28
3132,Producto_3132,179.58,4.0,75
888,Producto_888,179.77,4.0,68
2497,Producto_2497,180.01,4.0,30
2644,Producto_2644,180.41,4.0,90
3943,Producto_3943,181.16,4.0,69
887,Producto_887,181.27,4.0,55
2610,Producto_2610,181.51,4.0,28
2450,Producto_2450,183.26,4.0,32
2504,Producto_2504,183.32,4.0,0
3085,Producto_3085,186.94,4.0,87
1150,Producto_1150,187.38,4.0,9
931,Producto_931,187.64,4.0,41
4826,Producto_4826,189.04,4.0,7
2255,Producto_2255,189.36,4.0,35
3303,Producto_3303,189.37,4.0,63
2615,Producto_2615,190.69,4.0,14
1330,Producto_1330,190.82,4.0,9
2310,Producto_2310,191.02,4.0,86
630,Producto_630,191.84,4.0,66
3884,Producto_3884,192.62,4.0,76
4203,Producto_4203,193.8,4.0,96
2130,Producto_2130,195.01,4.0,54
1175,Producto_1175,195.38,4.0,54
1455,Producto_1455,196.37,4.0,71
2203,Producto_2203,196.66,4.0,10
432,Producto_432,196.69,4.0,55
4330,Producto_4330,197.96,4.0,50
1223,Producto_1223,199.57,4.0,68
4304,Producto_4304,199.67,4.0,45
1684,Producto_1684,202.48,4.0,99
4939,Producto_4939,202.69,4.0,90
3367,Producto_3367,202.75,4.0,39
3082,Producto_3082,203.74,4.0,41
2352,Producto_2352,203.9,4.0,75
1724,Producto_1724,203.94,4.0,82
1174,Producto_1174,204.41,4.0,52
1116,Producto_1116,205.22,4.0,83
664,Producto_664,205.29,4.0,82
1241,Producto_1241,205.93,4.0,87
320,Producto_320,205.98,4.0,5
3657,Producto_3657,206.66,4.0,25
1307,Producto_1307,207.84,4.0,65
1168,Producto_1168,207.99,4.0,18
3922,Producto_3922,208.77,4.0,37
2329,Producto_2329,210.63,4.0,65
944,Producto_944,213.24,4.0,28
2275,Producto_2275,213.33,4.0,100
67,Producto_67,215.34,4.0,86
4947,Producto_4947,216.01,4.0,13
3448,Producto_3448,216.9,4.0,24
2242,Producto_2242,217.71,4.0,68
1389,Producto_1389,220.22,4.0,61
1592,Producto_1592,221.03,4.0,45
4500,Producto_4500,221.09,4.0,57
388,Producto_388,221.68,4.0,36
1730,Producto_1730,222.15,4.0,10
2244,Producto_2244,223.36,4.0,40
2973,Producto_2973,223.46,4.0,92
3949,Producto_3949,223.77,4.0,77
4712,Producto_4712,224.04,4.0,43
521,Producto_521,224.31,4.0,53
1018,Producto_1018,224.34,4.0,61
3243,Producto_3243,224.68,4.0,20
915,Producto_915,224.74,4.0,47
934,Producto_934,224.81,4.0,12
114,Producto_114,225.3,4.0,60
1278,Producto_1278,226.3,4.0,50
4851,Producto_4851,227.0,4.0,49
1993,Producto_1993,227.33,4.0,62
4168,Producto_4168,229.08,4.0,67
2478,Producto_2478,231.55,4.0,86
3373,Producto_3373,232.68,4.0,51
2176,Producto_2176,232.71,4.0,1
4429,Producto_4429,232.96,4.0,91
227,Producto_227,234.91,4.0,0
3830,Producto_3830,236.08,4.0,51
3432,Producto_3432,236.29,4.0,6
1763,Producto_1763,237.56,4.0,12
1035,Producto_1035,237.91,4.0,69
1690,Producto_1690,238.2,4.0,86
4155,Producto_4155,238.6,4.0,91
4789,Producto_4789,238.76,4.0,24
3826,Producto_3826,238.89,4.0,16
1716,Producto_1716,239.07,4.0,2
3615,Producto_3615,241.89,4.0,95
668,Producto_668,243.99,4.0,16
2550,Producto_2550,246.32,4.0,25
3513,Producto_3513,246.45,4.0,20
2241,Producto_2241,247.2,4.0,90
636,Producto_636,247.96,4.0,57
2415,Producto_2415,248.29,4.0,62
2185,Producto_2185,248.62,4.0,87
2563,Producto_2563,248.9,4.0,36
4771,Producto_4771,250.08,4.0,68
4295,Producto_4295,250.95,4.0,92
913,Producto_913,251.11,4.0,35
4729,Producto_4729,253.26,4.0,35
3218,Producto_3218,254.85,4.0,84
328,Producto_328,255.05,4.0,79
2440,Producto_2440,255.52,4.0,3
281,Producto_281,260.52,4.0,44
1144,Producto_1144,260.62,4.0,98
3282,Producto_3282,260.68,4.0,98
2777,Producto_2777,260.7,4.0,64
1945,Producto_1945,261.93,4.0,87
2132,Producto_2132,262.43,4.0,22
266,Producto_266,262.59,4.0,90
4722,Producto_4722,263.56,4.0,27
4278,Producto_4278,266.68,4.0,15
1497,Producto_1497,267.67,4.0,1
584,Producto_584,271.07,4.0,2
2314,Producto_2314,271.33,4.0,65
2251,Producto_2251,271.49,4.0,47
3732,Producto_3732,271.61,4.0,73
233,Producto_233,271.99,4.0,79
4494,Producto_4494,272.98,4.0,77
4319,Producto_4319,278.03,4.0,32
1381,Producto_1381,278.4,4.0,46
806,Producto_806,279.61,4.0,34
2553,Producto_2553,280.63,4.0,26
1126,Producto_1126,283.04,4.0,10
813,Producto_813,284.3,4.0,92
1917,Producto_1917,284.92,4.0,13
4990,Producto_4990,288.05,4.0,30
4648,Producto_4648,288.4,4.0,61
3070,Producto_3070,289.23,4.0,78
3032,Producto_3032,290.35,4.0,81
1310,Producto_1310,290.39,4.0,1
1084,Producto_1084,291.21,4.0,0
2763,Producto_2763,293.23,4.0,75
167,Producto_167,294.1,4.0,54
4176,Producto_4176,294.81,4.0,89
4875,Producto_4875,295.13,4.0,68
1193,Producto_1193,299.5,4.0,4
2568,Producto_2568,300.16,4.0,82
3580,Producto_3580,300.64,4.0,20
4497,Producto_4497,300.67,4.0,71
3370,Producto_3370,300.67,4.0,77
35,Producto_35,301.53,4.0,24
2587,Producto_2587,302.45,4.0,33
1816,Producto_1816,303.77,4.0,32
937,Producto_937,305.99,4.0,13
3974,Producto_3974,307.48,4.0,45
402,Producto_402,308.99,4.0,29
834,Producto_834,309.64,4.0,80
1172,Producto_1172,310.0,4.0,60
4793,Producto_4793,311.23,4.0,73
2356,Producto_2356,314.23,4.0,77
3718,Producto_3718,314.63,4.0,97
1980,Producto_1980,315.6,4.0,94
525,Producto_525,316.11,4.0,11
3788,Producto_3788,316.66,4.0,75
1683,Producto_1683,316.68,4.0,26
561,Producto_561,317.2,4.0,43
2508,Producto_2508,317.37,4.0,15
714,Producto_714,319.31,4.0,79
1049,Producto_1049,320.98,4.0,95
1360,Producto_1360,321.64,4.0,76
3319,Producto_3319,323.51,4.0,28
2546,Producto_2546,323.58,4.0,93
1609,Producto_1609,324.76,4.0,27
4687,Producto_4687,325.86,4.0,1
1678,Producto_1678,326.18,4.0,60
2056,Producto_2056,326.37,4.0,48
2720,Producto_2720,332.21,4.0,95
216,Producto_216,332.54,4.0,59
4047,Producto_4047,332.82,4.0,14
3394,Producto_3394,333.16,4.0,35
2623,Producto_2623,333.53,4.0,33
85,Producto_85,334.42,4.0,24
1773,Producto_1773,334.63,4.0,41
260,Producto_260,336.2,4.0,73
1571,Producto_1571,337.53,4.0,20
677,Producto_677,338.73,4.0,34
2475,Producto_2475,339.13,4.0,47
3534,Producto_3534,339.22,4.0,79
1332,Producto_1332,339.41,4.0,45
1323,Producto_1323,339.44,4.0,59
1367,Producto_1367,339.84,4.0,68
3428,Producto_3428,340.66,4.0,78
4301,Producto_4301,341.53,4.0,8
13,Producto_13,342.27,4.0,46
2265,Producto_2265,342.57,4.0,45
742,Producto_742,343.89,4.0,43
2065,Producto_2065,343.92,4.0,91
1361,Producto_1361,344.94,4.0,7
3107,Producto_3107,346.71,4.0,97
933,Producto_933,348.23,4.0,10
2525,Producto_2525,349.27,4.0,54
2318,Producto_2318,349.43,4.0,40
764,Producto_764,349.98,4.0,60
4253,Producto_4253,351.79,4.0,12
1817,Producto_1817,351.79,4.0,66
3363,Producto_3363,351.86,4.0,79
4506,Producto_4506,352.7,4.0,21
3913,Producto_3913,353.05,4.0,28
4959,Producto_4959,355.33,4.0,30
1008,Producto_1008,355.59,4.0,69
2026,Producto_2026,356.03,4.0,12
4467,Producto_4467,356.07,4.0,20
3271,Producto_3271,357.11,4.0,42
2368,Producto_2368,359.09,4.0,55
3565,Producto_3565,359.31,4.0,37
1467,Producto_1467,359.4,4.0,33
4662,Producto_4662,360.51,4.0,71
543,Producto_543,361.11,4.0,25
468,Producto_468,361.52,4.0,21
4386,Producto_4386,361.68,4.0,35
1564,Producto_1564,363.07,4.0,93
4585,Producto_4585,363.57,4.0,0
155,Producto_155,364.47,4.0,57
1981,Producto_1981,364.79,4.0,4
3255,Producto_3255,365.31,4.0,54
54,Producto_54,366.14,4.0,11
2878,Producto_2878,367.61,4.0,85
3816,Producto_3816,369.02,4.0,100
2389,Producto_2389,371.27,4.0,33
1708,Producto_1708,373.16,4.0,80
1686,Producto_1686,373.36,4.0,91
1657,Producto_1657,374.58,4.0,75
1968,Producto_1968,374.76,4.0,43
220,Producto_220,375.87,4.0,79
2760,Producto_2760,376.14,4.0,79
1294,Producto_1294,377.05,4.0,1
4572,Producto_4572,381.03,4.0,83
2240,Producto_2240,383.07,4.0,29
795,Producto_795,384.33,4.0,48
2189,Producto_2189,385.91,4.0,100
4418,Producto_4418,386.16,4.0,36
2125,Producto_2125,386.83,4.0,49
1999,Producto_1999,387.14,4.0,38
4589,Producto_4589,389.01,4.0,52
616,Producto_616,389.02,4.0,34
1438,Producto_1438,389.32,4.0,75
2146,Producto_2146,390.18,4.0,84
3540,Producto_3540,392.27,4.0,34
2540,Producto_2540,392.41,4.0,60
394,Producto_394,392.58,4.0,92
1397,Producto_1397,393.86,4.0,94
2542,Producto_2542,395.18,4.0,66
4815,Producto_4815,398.04,4.0,83
4918,Producto_4918,398.14,4.0,74
794,Producto_794,398.16,4.0,74
2577,Producto_2577,398.39,4.0,50
3406,Producto_3406,398.7,4.0,99
4437,Producto_4437,399.64,4.0,4
3871,Producto_3871,400.78,4.0,94
3837,Producto_3837,401.26,4.0,83
3350,Producto_3350,402.24,4.0,89
2695,Producto_2695,403.89,4.0,58
4817,Producto_4817,405.45,4.0,78
4313,Producto_4313,405.51,4.0,16
3772,Producto_3772,407.46,4.0,6
1729,Producto_1729,408.85,4.0,68
126,Producto_126,411.76,4.0,65
2191,Producto_2191,412.17,4.0,24
4032,Producto_4032,412.21,4.0,99
242,Producto_242,412.49,4.0,20
4667,Producto_4667,412.98,4.0,25
1452,Producto_1452,413.65,4.0,5
537,Producto_537,414.53,4.0,38
485,Producto_485,415.61,4.0,90
3227,Producto_3227,415.67,4.0,97
2527,Producto_2527,416.05,4.0,3
625,Producto_625,416.28,4.0,41
3100,Producto_3100,419.82,4.0,96
533,Producto_533,420.36,4.0,70
1510,Producto_1510,420.59,4.0,55
571,Producto_571,421.42,4.0,51
